	Type III secretion system orphans	Trans-envelope signaling system VreARI in Pseudomonas	Acyclic terpene utilization	mag_3096	Adenylylsulfate reductase	Quorum sensing regulation in Pseudomonas	Rhamnolipids in Pseudomonas	Salmochelin-mediated Iron Acquisition	Sulfur transfer pathway CsdAEL	Stress proteins YciF, YciE	Outer membrane porins in Pseudomonas and Acinetobacter	tRNA modification, 5-oxyacetyl uridine (cmo5U34)	mag_2909	Phenazine biosynthesis	Type III secretion system	MexXY System of Pseudomonas aeruginosa	Siderophore Pyoverdine	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	Two partner secretion pathway (TPS)	ABC-type iron transport system	Type 4 conjugative transfer system, IncI1 type	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	mag_457	Type VI secretion system	Type III secretion systems	Potential DNA repair cluster	Taurine and alkanesulfonate utilization as sulfur sources	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	mag_129	Lipotidae	Biogenesis of cbb3-type cytochrome c oxidases	Cytochrome c oxidase EC 1.9.3.1	Coenzyme PQQ synthesis	Capitellidae	IbrA and IbrB: co-activators of prophage gene expression	Pseudomonadaceae	Marinobacteraceae	Edwardsiidae	Acytosteliaceae	Sulfate assimilation related cluster	Aestuariirhabdaceae	Heme and heme d1 biosynthesis from siroheme	Cholera toxin	mag_167	Geothermobacteraceae	CMP-pseudaminic acid synthesis	Malonate decarboxylase	EnvZ and OmpR regulon	Onchocercidae	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Beta-lactamases Ambler class D	Colwelliaceae	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	mag_118	mag_12	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
802187_20180321_S	0.387354859275552	0.0	3.48619373347996	0.0	0.0	0.0	0.0	1.16206457782665	61.9767774840883	0.0	2.71148401492886	8.52180690406214	0.0	0.193677429637776	0.774709718551103	0.387354859275552	1.67853772352739	0.774709718551103	2541.04787684762	8.13445204478658	0.0	1.16206457782665	0.0	224.084786090907	0.774709718551103	258.882164282494	3.09883887420441	0.0	0.0	0.0	95.9348868139116	93.4170802286205	0.581032288913327	0.1694640377823461	22.8539366972575	1285.554190616878	33.72334351868689	4.575529020123346	0.3389280755646923	0.0	0.0	4.90649488415699	0.0	0.0	0.5083921133470385	6.19767774840883	201.166290250436	124.728264686728	2.2030324911705	0.0	1.54941943710221	2.7114246045175383	0.0	0.0	0.03062	0.0	0.0	0.0	0.0
802971_20180605_S	0.0	0.0	15.7362010236736	0.0	0.0	0.0	0.0	0.0	15.7362010236736	0.0	7.86810051183682	0.0	0.3195	0.0	7.86810051183682	0.0	0.0	0.0	90.4831558861234	0.0	0.0	0.0	0.0	59.0107538387761	7.86810051183682	313.412670388167	0.0	0.0	0.104	0.0	62.9448040946945	70.8129046065314	0.0	5.578683849012921	0.0	1112.947427878078	11.157367698025842	0.0	0.0	0.0	1.3946709622532305	2.62270017061227	0.0	0.0	0.0	15.7362010236736	182.277661857553	7.86810051183682	2.789341924506461	0.0	0.0	0.0	0.0	0.0	0.1948	1.0	1.0		
810653_20180115_S	0.0	1.10911199102925	0.0	0.0	0.0	0.0	0.0	0.0	244.559194021951	0.0	2.21822398205851	38.2643636905093	0.0	0.554555995514627	0.0	0.0	6.46981994767065	0.0	71.5377234213869	28.282355771246	3.88189196860239	0.554555995514627	0.0	524.609971756837	0.0	310.181653491181	1.66366798654388	0.0	0.0295	0.0	94.1820932382342	93.0729812472049	2.21822398205851	0.0	0.554555995514627	2506.068512154748	106.82717935943508	0.4855780879974323	0.0	0.0	0.0	3.51218797159264	0.0	0.0	0.0	6.1001159506609	250.382031974854	42.1462556591117	5.826937055969188	0.0	0.0	4.612991835975606	0.0	0.0	0.02929	0.0			
825012_20171123_S	0.0	2.10677494580297	0.0	0.0	2.80903326107063	0.0	0.0	0.0	32.3038825023122	0.0	0.0	4.21354989160594	0.0	0.0	0.0	0.0	0.936344420356876	0.0	388.348848343014	3.51129157633828	0.0	0.0	0.0	62.1498609011876	0.0	581.001712831442	1.40451663053531	0.0	0.0	0.3137708700772096	16.5030704087899	14.396295462987	0.0	0.0	0.0	3124.216553358776	17.884939594400947	1.568854350386048	0.3137708700772096	2.80903326107063	0.0	1.63860273562453	0.0	0.0	0.0	5.61806652214125	295.767793780228	7.72484146794423	1.568854350386048	0.0	0.0	2.196396090540467	0.0	0.0	0.0	0.0			
825012_20171129_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3439268936326	0.0	25.3439268936326	50.6878537872652	0.0	0.0	0.0	0.0	0.0	0.0	101.37570757453	0.0	0.0	25.3439268936326	0.0	107.711689297938	0.0	1237.62842997239	25.3439268936326	0.0	0.0	0.0	8.44797563121086	8.44797563121086	0.0	0.0	76.0317806808978	3247.373447946514	16.85487948761166	11.23658632507444	0.0	0.0	0.0	8.44797563121086	0.0	0.0	0.0	25.3439268936326	310.463104446999	177.407488255428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
825012_20171206_S	0.0	0.0	2.14543548928174	0.0	0.0	0.0	0.0	0.0	2.86058065237566	0.0	2.14543548928174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.58671000928	4.29087097856349	0.0	0.0	0.0	80.0962582665184	0.0	127.295839030717	0.715145163093915	0.0	0.0	0.0	0.47676344206261	0.834336023609567	0.0	0.0	0.0	1739.2445876738404	3.522034327027291	0.3201849388206628	1.2807397552826514	0.0	0.0	0.47676344206261	0.0	0.0	0.0	0.0	240.646347381102	105.841484137899	0.0	0.0	0.0	1.921109632923977	0.0	0.0	0.0	0.0			
825012_20181113_S	0.0	0.0	15.9996397795387	0.0	15.9996397795387	0.0	0.0	0.0	0.0	0.0	31.9992795590774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1167.97370390632	0.0	0.0	0.0	0.0	15.9996397795387	0.0	293.326729291543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.9981988976935	2012.0169781158704	0.0	0.0	0.0	15.9996397795387	0.0	0.0	0.0	0.0	0.0	0.0	317.326188960851	63.9985591181548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
825012_20181120_S	11.6706320881028	46.6825283524114	0.0	0.0	0.0	0.0	23.3412641762057	0.0	0.0	0.0	23.3412641762057	0.0	0.0	11.6706320881028	0.0	23.3412641762057	0.0	0.0	46.6825283524114	23.3412641762057	0.0	0.0	0.0	87.5297406607714	0.0	194.510534801714	46.6825283524114	0.0	0.0	0.0	15.5608427841371	15.5608427841371	11.6706320881028	0.0	0.0	7025.968879925718	0.0	0.0	0.0	23.3412641762057	0.0	0.0	0.0	0.3261	0.0	0.0	266.479432678348	23.3412641762057	23.65646087517077	0.0	0.0	0.0	35.0118962643085	1.909	0.5931	0.0			
825012_20181126_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.760236502628	0.0	0.0	0.0	0.0	69.82874035902	0.0	400.351444725048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4049.211503382968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.192848326622	0.0	12.936777966079768	27.931496143608	0.0	0.0	0.0	0.0	0.0	0.0			
848255_20190228_S	0.0	0.0	3.26076996574149	0.0	0.0	0.0	0.0	0.0	112.496563818081	0.0	0.0	16.8473114896643	0.0	0.0	0.0	0.0	0.0	0.543461660956914	194.015812961618	11.4126948800952	4.34769328765532	0.0	0.0	183.961772233916	0.0	260.499289485348	0.0	0.0	0.0	0.0	25.1803902910037	24.6369286300468	0.543461660956914	0.2439145752617935	1.63038498287074	2673.5476594445186	56.832096035997886	0.0	0.2439145752617935	0.0	0.0	0.543461660956914	0.0	0.0	0.0	0.0	221.732357670421	26.6296213868888	0.975658301047174	0.0	0.0	1.2195728763089675	0.0	0.0	0.0	0.0			
875028_20180115_S	0.0	1.07163466973918	0.0	0.0	0.0	0.0	0.0	0.0	205.753856589922	0.0	0.535817334869589	17.1461547158268	0.0	0.0	0.0	0.0	8.75168313620328	0.0	33.2206747619145	25.7192320737403	1.60745200460877	0.0	0.0	282.643644143708	0.0	290.412995499317	2.67908667434794	0.0	0.0	0.0	70.9064939810756	67.6915899718581	0.0	0.0	0.0	1761.369610421886	82.76786156521196	1.0861924089922828	0.0	0.535817334869589	0.0	3.21490400921753	0.0	0.0	0.0	2.14326933947836	252.369964723576	5.35817334869589	2.8241002633799352	1.07163466973918	0.0	2.8241002633799352	0.0	0.0	0.01546	0.0	1.0		
877469_20190115_S	41.0942270731964	27.396151382131	82.1884541463929	0.0	0.0	0.0	0.0	0.0	0.0	13.6980756910655	136.980756910655	27.396151382131	0.0	0.0	13.6980756910655	13.6980756910655	0.0	13.6980756910655	0.0	0.0	27.396151382131	27.396151382131	0.0	205.471135365982	41.0942270731964	191.773059674917	82.1884541463929	13.6980756910655	0.0	0.0	68.4903784553274	95.8865298374583	0.0	0.0	82.1884541463929	10568.246484025687	20.323550930818637	67.74516976939543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.396151382131	244.282349824001	136.980756910655	27.09806790775817	54.7923027642619	0.0	13.549033953879087	82.1884541463929	0.0	0.0	0.0	0.0	0.0	0.0
892355_20180123_S	0.0	22.1465408131482	49.8297168295834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.1465408131482	0.0	0.0	0.0	13.8415880082176	5.53663520328705	18.4554506776235	0.0	11.0732704065741	5.53663520328705	0.0	0.0	1.375	35.9881288213658	13.8415880082176	36.910901355247	215.928772928195	0.0	0.02784	0.0	3.6910901355247	3.6910901355247	0.0	0.0	0.0	5960.42016834472	3.302171838418128	9.906515515254382	0.0	33.2198112197223	0.0	0.0	0.0	0.0	0.0	0.0	32.2970386858411	11.0732704065741	6.604343676836256	0.0	0.0	0.0	0.0	0.2544	0.1985	0.0	0.0	0.0	0.0
895293_20180502_S	25.9957728037518	373.393827544799	118.162603653417	2.923	34.5034802667979	23.9476210070926	68.0616597043684	12.2889107799554	38.7573339983209	0.0	263.738931354427	15.1248132676374	1.133	50.1009439490489	93.5847820935065	18.9060165845468	52.6217461603218	15.1248132676374	732.608142651187	23.6325207306835	37.8120331690935	28.3590248768202	1.391	445.236690566076	101.147188727325	261.218129143155	105.873692873462	14.1795124384101	0.1609	11.126778126288931	112.01814826344	122.41645738494	34.5034802667979	1.5347280174191629	26.4684232183655	16982.53287675175	17.265690195965583	13.045188148062886	0.0	85.5497250450741	1.5347280174191629	3.78120331690935	49.1556431198216	7.766	1.918410021773954	98.3112862396432	265.629533012882	92.6394812642792	22.253556252577862	135.178018579509	19.8513174137741	1.918410021773954	96.4206845811885	0.8296	5.763	1.0	1.0		
896213_20180427_S	42.3346810545447	127.004043163634	190.506064745451	0.0	21.1673405272724	0.0	0.0	0.0	127.004043163634	0.0	63.5020215818171	42.3346810545447	0.0	0.0	21.1673405272724	21.1673405272724	0.0	0.0	127.004043163634	0.0	0.0	42.3346810545447	0.0	571.518194236354	21.1673405272724	225.784965624239	0.0	0.0	0.0	0.0	88.1972521969682	88.1972521969682	21.1673405272724	0.0	0.0	6631.723608936049	31.96011377800505	31.96011377800505	0.0	21.1673405272724	0.0	0.0	0.0	0.0	0.0	0.0	201.089735009087	211.673405272724	7.990028444501262	105.836702636362	0.0	15.980056889002524	84.6693621090894	0.0	0.0	0.0			
913873_20180417_S	96.7283812931453	96.7283812931453	290.185143879436	0.0	48.3641906465726	0.0	0.0	0.0	96.7283812931453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1213968821909	0.0	0.0	0.0	0.0	0.0	0.0	386.913525172581	0.0	257.942350115054	96.7283812931453	0.0	0.0	0.0	177.3353657041	225.699556350672	0.0	0.0	290.185143879436	6587.391468478671	75.50018875047188	0.0	0.0	48.3641906465726	0.0	0.0	0.0	0.0	0.0	0.0	161.213968821909	0.0	37.75009437523594	0.0	0.0	0.0	48.3641906465726	0.0	0.0	0.0			
980574_20180403_S	5.26933589392944	82.2016399452992	26.3466794696472	0.2539	6.32320307271533	5.62062495352474	10.5386717878589	7.37707025150122	16.8618748605742	11.5925389666448	86.4171086604428	13.7002733242165	0.2288	18.442675628753	36.3584176681131	4.74240230453649	20.7260545161225	3.16160153635766	94.8480460907299	6.32320307271533	1.05386717878589	4.21546871514355	0.7677	163.349412711813	40.5738863832567	224.122420021799	26.3466794696472	6.32320307271533	0.02892	2.615466298409012	26.5223239994448	27.5761911782307	16.3349412711813	0.0	20.0234763969319	5529.96757693612	10.897776243370885	4.359110497348353	0.8718220994696706	23.1850779332895	0.0	2.81031247676237	6.32320307271533	2.115	0.0	0.0	250.117810431851	23.1850779332895	3.923199447613518	50.5856245817226	2.10773435757178	1.307733149204506	43.2085543302214	0.4438	1.514	1.0	1.0		
983493_20180123_S	237.7559058271	5182.64249766229	1020.82352226681	47.63	81.7967565918921	115.606082649874	372.993210059028	157.049772656433	549.674204297515	65.4374052735137	2885.78957256195	143.96229160173	21.08	598.75225825265	1563.95398603698	301.012064258163	501.686773763605	183.224734765838	3494.35744160563	353.361988476974	235.574658984649	268.293361621406	147.7	5964.61949068078	1845.33482871309	2935.95824993832	1995.84086084217	114.515459228649	6.64	28.088883441347857	1892.23163582577	2078.72824085529	690.36462563557	20.428278866434805	484.236799024001	172455.53019044263	135.33734749013058	120.0161383403045	2.5535348583043507	500.59615034238	2.5535348583043507	58.8936647461623	215.943437402595	39.11	7.6606045749130525	0.0	714.358340902525	1040.45474384887	217.05046295586985	1426.5354349626	85.0686268555678	30.64241829965221	817.967565918921	49.02	90.19	1.0	1.0		
